moduleTitle;packLabel;sourceDocument;name;type;cost;quantity;reference;state;img;uuid;path;occurrences;modules
Symbaroum Game Master's Guide;Symbaroum Game Master's Guide;Symbaroum Game Masters Guide;The Blessing Gong of Malikander;equipment;;1;;other;modules/symbaroum-gmg/images/journal/gongong.webp;Compendium.symbaroum-gmg.symbaroum-gmg.W5cKTY7BQg3Tfe8g;items.34;1;Symbaroum Game Master's Guide
Symbaroum Game Master's Guide;Symbaroum Game Master's Guide;Symbaroum Game Masters Guide;The Cloak of the Sewer Queen;equipment;;1;;other;icons/equipment/back/cape-layered-tattered-brown.webp;Compendium.symbaroum-gmg.symbaroum-gmg.SqYq8j2XIqJDWwf5;items.35;1;Symbaroum Game Master's Guide
Symbaroum - Thistle Hold - Wrath of the Warden;Symbaroum Wrath of the Warden;Symbaroum Wrath of the Warden;The Eye;equipment;;1;;other;icons/equipment/finger/ring-eye-purple-yellow.webp;Compendium.symbaroum-tot-wotw.symbaroum-wrath-of-the-warden.icFlvWky8A1vQ3qK;actors.25.items.18;1;Symbaroum - Thistle Hold - Wrath of the Warden
Symbaroum Game Master's Guide;Symbaroum Game Master's Guide;Symbaroum Game Masters Guide;The Eye Stone of Palamukk;equipment;;1;;other;icons/commodities/gems/pearl-swirl-teal.webp;Compendium.symbaroum-gmg.symbaroum-gmg.oTnsS22tMZa5HqpN;items.36;1;Symbaroum Game Master's Guide
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;The Inner Nature of the Abomination;equipment;2 ortegs;1;;other;icons/sundries/scrolls/scroll-bound-black-tan.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.pLsHL8msw8FvaYAC;actors.55.items.6;1;Symbaroum Core Rulebook
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;The Iron Pact Ring;equipment;;1;;other;icons/equipment/finger/ring-ball-leaves-green.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.HczTRhiABT2sopuR;items.10;1;Symbaroum Adventure Collection
Symbaroum Game Master's Guide;Symbaroum Game Master's Guide;Symbaroum Game Masters Guide;The Lantern of Salamandra;equipment;;1;;other;icons/sundries/lights/lantern-steel.webp;Compendium.symbaroum-gmg.symbaroum-gmg.KKMqwbigMSriiYtp;items.37;1;Symbaroum Game Master's Guide
Symbaroum - Thistle Hold - Wrath of the Warden;Symbaroum Wrath of the Warden;Symbaroum Wrath of the Warden;The Lightbringer;equipment;;1;;other;icons/sundries/books/book-tooled-eye-gold-red.webp;Compendium.symbaroum-tot-wotw.symbaroum-wrath-of-the-warden.lw78ilzU4dgFIDxB;actors.10.items.10;9;"Symbaroum - Thistle Hold - Wrath of the Warden, Symbaroum Adventure Collection, Symbaroum Monster Codex"
Symbaroum Game Master's Guide;Symbaroum Game Master's Guide;Symbaroum Game Masters Guide;The Living Chain of Hogarz;equipment;;1;;other;icons/commodities/metal/chain-steel.webp;Compendium.symbaroum-gmg.symbaroum-gmg.yzMSNGDukYWfv4Qx;items.38;1;Symbaroum Game Master's Guide
Symbaroum Game Master's Guide;Symbaroum Game Master's Guide;Symbaroum Game Masters Guide;The Map of Argond the Wanderer;equipment;;1;;other;icons/tools/navigation/map-simple-brown.webp;Compendium.symbaroum-gmg.symbaroum-gmg.w9V4xcWemlYwAWWp;items.39;1;Symbaroum Game Master's Guide
Symbaroum Game Master's Guide;Symbaroum Game Master's Guide;Symbaroum Game Masters Guide;The Queen Mother's Banner;equipment;;1;;other;icons/sundries/flags/banner-symbol-sun-gold-red.webp;Compendium.symbaroum-gmg.symbaroum-gmg.axyEwIBfkLHTaOsT;items.40;1;Symbaroum Game Master's Guide
Symbaroum - Thistle Hold - Wrath of the Warden;Symbaroum Wrath of the Warden;Symbaroum Wrath of the Warden;The Soul Stone;equipment;100 thaler;1;;other;icons/commodities/stone/engraved-symbol-water-grey.webp;Compendium.symbaroum-tot-wotw.symbaroum-wrath-of-the-warden.dXBs3mwgKHwp2V8v;actors.25.items.19;4;"Symbaroum - Thistle Hold - Wrath of the Warden, Symbaroum Core Rulebook, Symbaroum Monster Codex"
Symbaroum Game Master's Guide;Symbaroum Game Master's Guide;Symbaroum Game Masters Guide;The Stone of Resurrection;equipment;;1;;other;icons/commodities/stone/masonry-block-cube-white.webp;Compendium.symbaroum-gmg.symbaroum-gmg.GDvKW6foiAii5Uvi;items.41;1;Symbaroum Game Master's Guide
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;The Sun Stone;equipment;;1;;active;icons/magic/symbols/runes-carved-stone-green.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.LB1fj7VMJlDVTs5E;actors.61.items.12;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;The Sun Stone;equipment;;1;;other;icons/magic/symbols/runes-carved-stone-green.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.Qeg4ZRy5Gpqktfy6;items.336;1;Symbaroum Core Rulebook
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;The Vile Water;equipment;;1;;other;icons/consumables/potions/potion-bottle-labeled-medicine-capped-red-black.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.x0RXC8eq2PHZuWlB;items.12;1;Symbaroum Adventure Collection
Symbaroum Game Master's Guide;Symbaroum Game Master's Guide;Symbaroum Game Masters Guide;The War Horn of the Stormhowler;equipment;;1;;other;modules/symbaroum-gmg/images/journal/warhorn.webp;Compendium.symbaroum-gmg.symbaroum-gmg.eHf3T4HfT0PhWGsM;items.42;1;Symbaroum Game Master's Guide
Symbaroum Game Master's Guide;Symbaroum Game Master's Guide;Symbaroum Game Masters Guide;The Whispering Necklace of Lapi-Esha;equipment;;1;;other;icons/equipment/neck/necklace-animal-lizard.webp;Compendium.symbaroum-gmg.symbaroum-gmg.dxYAfK2qfZxlJx12;items.43;1;Symbaroum Game Master's Guide
Symbaroum Game Master's Guide;Symbaroum Game Master's Guide;Symbaroum Game Masters Guide;The Wraith Mark of the Eternity Legion;equipment;;1;;other;icons/magic/defensive/shield-barrier-blades-teal.webp;Compendium.symbaroum-gmg.symbaroum-gmg.vZxOm6nFWzzD33yD;items.44;1;Symbaroum Game Master's Guide
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Thorn Beasties;equipment;4 thaler (Black market only);1;;other;icons/consumables/nuts/pistachios-nute-shell-green-white.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.bIAKxWJDEOPqlJfW;items.16;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Thunder Ball;equipment;3 thaler;1;;other;icons/weapons/ammunition/bullet-ice-blue.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.51BAcMvLq4qt3NiC;items.17;2;"Symbaroum Core Rulebook, Symbaroum Monster Codex"
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Toad Guard;equipment;1 thaler;1;;other;icons/environment/creatures/frog-spotted-green.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.pAKmQLw1fd7JSoZb;items.57;1;Symbaroum Core Rulebook
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Tome of Ceremonies;equipment;;1;;other;icons/sundries/books/book-symbol-bat-red.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.La0Mjed99SnKcGua;actors.41.items.17;1;Symbaroum Adventure Collection
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Torch;equipment;1 orteg;1;;other;icons/sundries/lights/torch-brown.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.DXO7Hdl7095tDmP5;items.417;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Torn rags;equipment;5 ortegs;1;;other;icons/equipment/chest/vest-cloth-tattered-orange.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.GtXeNoEXYzb9S6ik;items.418;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Transcendental ­Weapon;equipment;12 thaler;1;;other;icons/magic/control/sihouette-hold-beam-green.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.wJzbW5PqhiVHYCzb;items.58;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Trapper’s Manual;equipment;10 thaler;1;;other;icons/sundries/books/book-worn-brown.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.vHXGEgn2qTkqiDfC;items.181;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Trout Pie;equipment;8 shillings;1;;other;icons/consumables/food/plate-fish-bowl-bones-brown.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.kyD7qHjho14LhtPH;items.247;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Trout Pudding with Turnips;equipment;15 shillings;1;;other;icons/consumables/food/plate-fish-bowl-bones-brown.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.FEqyOFCr7XtpskfI;items.248;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Truffle-buttered Biscuit;equipment;5 ortegs;1;;other;icons/consumables/food/candy-pattie-pink-white.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.wOQqzrZcfpOgo72R;items.249;1;Symbaroum Core Rulebook
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Truth Serum;equipment;;1;;other;icons/consumables/potions/potion-jar-corked-labeled-red.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.irvtk730O1fHahwz;items.5;1;Symbaroum Adventure Collection
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Tunic;equipment;2–7 ortegs;1;;other;icons/equipment/chest/coat-collared-red.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.4hNPvb3SQQzOgTlU;items.419;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;"Turmeric, one box";equipment;1 orteg;1;;other;icons/consumables/plants/thorned-dried-stem-red.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.qRVvFtubDDfqiKNP;items.182;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Twilight Tincture;equipment;12 thaler;1;;other;icons/consumables/plants/dried-leaf-stem-herb-brown.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.aByuKLytt4iSNMmO;items.18;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;"Vinegar, one earthen";equipment;1 shilling;1;;other;icons/containers/kitchenware/vase-clay-painted-blue-gold.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.v23fTkGX2UznPmet;items.183;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Waffles with Butter and Honey;equipment;3 shillings;1;;other;icons/consumables/grains/waffle-golden-yellow.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.Nvkw2BT7LQh72aId;items.250;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;War Paint;equipment;2 thaler;1;;other;icons/tools/hand/brush-paint-brown-white.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.EOg5dksOW8o9XgWb;items.19;1;Symbaroum Core Rulebook
Symbaroum - Thistle Hold - Wrath of the Warden;Symbaroum Wrath of the Warden;Symbaroum Wrath of the Warden;Water of Dusk;equipment;;3;;other;icons/consumables/potions/bottle-conical-corked-tied-blue.webp;Compendium.symbaroum-tot-wotw.symbaroum-wrath-of-the-warden.kYe0FWvS2AINhmwF;actors.19.items.13;4;"Symbaroum - Thistle Hold - Wrath of the Warden, Symbaroum Core Rulebook, Symbaroum Monster Codex"
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Watered Porridge;equipment;4 ortegs;1;;other;icons/consumables/food/soup-broth-bowl-wooden-yellow.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.PqQ44Fv54iClP66N;items.251;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Waterskin;equipment;3 shillings;1;;other;icons/sundries/survival/wetskin-leather-red.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.lQZ355N4huoTlxHB;items.420;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Wax candle;equipment;4 ortegs;1;;other;icons/sundries/lights/candle-unlit-grey.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.Q5JZxbsjgU7K0xa8;items.421;1;Symbaroum Core Rulebook
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Waybread;equipment;1 thaler;1;;other;icons/consumables/food/bowl-stew-brown.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.x20SUTMbZLJdi1TW;actors.40.items.7;9;"Symbaroum Adventure Collection, Symbaroum Core Rulebook, Symbaroum Game Master's Guide, Symbaroum Monster Codex"
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Weak Antidote;equipment;1 thaler;1;;other;icons/consumables/potions/potion-tube-corked-blue.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.3UL4fA8ouFW2iNzf;actors.18.items.13;4;"Symbaroum Core Rulebook, Symbaroum Monster Codex"
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Weak Antidote Candle;equipment;6 thaler;1;;other;icons/sundries/lights/candle-unlit-white.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.ZLLk8TCTDjplSc2K;items.20;1;Symbaroum Core Rulebook
Symbaroum - Thistle Hold - Wrath of the Warden;Symbaroum Wrath of the Warden;Symbaroum Wrath of the Warden;Weak Poison;equipment;2 thaler;2;;active;icons/consumables/potions/bottle-conical-corked-labeled-skull-poison-green.webp;Compendium.symbaroum-tot-wotw.symbaroum-wrath-of-the-warden.G6iFcSnCpPYLSzLl;actors.8.items.6;1;Symbaroum - Thistle Hold - Wrath of the Warden
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Weak Poison;equipment;2 thaler;1;;other;icons/consumables/potions/bottle-conical-corked-labeled-skull-poison-green.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.ZMOEPfsn8shmI3oj;actors.18.items.12;3;"Symbaroum Core Rulebook, Symbaroum Monster Codex"
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Weak Purple Sap;equipment;4 thaler;1;;other;icons/consumables/potions/potion-tube-corked-blue.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.7XhurynKRenTy1ep;items.6;2;"Symbaroum Adventure Collection, Symbaroum Core Rulebook"
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Weak Transforming Draught;equipment;2 thaler (Black market only);1;;other;icons/magic/unholy/strike-body-life-soul-purple.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.ZVgBJdxdOeBrtyJG;items.22;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Weapon maintenance kit;equipment;5 shillings;1;;other;icons/commodities/metal/barstock-broken-steel.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.mBhrJsje51EmkAqY;actors.64.items.8;3;Symbaroum Core Rulebook
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Whetstone;equipment;4 ortegs;1;;other;icons/commodities/stone/paver-cobble-white.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.BdLnvx9FbMRsVwbW;actors.24.items.5;3;"Symbaroum Adventure Collection, Symbaroum Core Rulebook"
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Whistle;equipment;2 shillings;1;;other;icons/tools/instruments/pipe-flute-yellow.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.Vsq5prYDyCdHrmz1;items.424;1;Symbaroum Core Rulebook
Symbaroum - Thistle Hold - Wrath of the Warden;Symbaroum Wrath of the Warden;Symbaroum Wrath of the Warden;Wild Chew;equipment;1 thaler;1;;other;icons/commodities/materials/bowl-liquid-red.webp;Compendium.symbaroum-tot-wotw.symbaroum-wrath-of-the-warden.kAqXBYp2ZhXHw8X8;items.14;6;"Symbaroum - Thistle Hold - Wrath of the Warden, Symbaroum Core Rulebook, Symbaroum Game Master's Guide, Symbaroum Monster Codex"
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Wine Skin;equipment;3 shillings;1;;other;icons/sundries/survival/wetskin-leather-red.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.2Khvlpox3plt7FYj;actors.8.items.12;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Witch Braid;equipment;8 thaler;1;;other;icons/commodities/materials/hair-tuft-grey.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.nl35Z5kxHmpCmCF7;items.59;2;"Symbaroum Core Rulebook, Symbaroum Monster Codex"
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Wooden Figurine;equipment;;1;;other;icons/commodities/treasure/statue-bust-stone-grey.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.nNTEDe18bwmniueJ;actors.24.items.4;3;"Symbaroum Adventure Collection, Symbaroum Core Rulebook"
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Wooden Pipe;equipment;5 shillings;1;;other;icons/sundries/misc/pipe-wooden-curved-oak.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.ZjAibu7NyvoJBQYV;actors.70.items.15;3;"Symbaroum Adventure Collection, Symbaroum Core Rulebook, Symbaroum Monster Codex"
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Worn copy of The Lightbringer (the holy book);equipment;;1;;other;icons/sundries/books/book-black-grey.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.fCF6RZQ1WNbTV9XR;actors.30.items.9;1;Symbaroum Adventure Collection
Symbaroum - Thistle Hold - Wrath of the Warden;Symbaroum Wrath of the Warden;Symbaroum Wrath of the Warden;Wraith Dust;equipment;2 thaler;2;;other;icons/magic/unholy/strike-body-life-soul-purple.webp;Compendium.symbaroum-tot-wotw.symbaroum-wrath-of-the-warden.QUStUosxivBoYbi0;actors.27.items.9;2;"Symbaroum - Thistle Hold - Wrath of the Warden, Symbaroum Core Rulebook"
Symbaroum Game Master's Guide;Symbaroum Game Master's Guide;Symbaroum Game Masters Guide;Xtala's Hourglass;equipment;;1;;other;icons/magic/time/hourglass-brown-orange.webp;Compendium.symbaroum-gmg.symbaroum-gmg.uwwMnEfrSjEzRq7N;items.46;1;Symbaroum Game Master's Guide
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;"Alchemical Firetube, Portable";weapon;10 thaler;1;ranged;other;icons/weapons/guns/rifle-fluted.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.UOuleO8eTNy7HoMk;items.286;1;Symbaroum Core Rulebook
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;"Alchemical Firetube, Portable";weapon;10 thaler;1;ranged;active;icons/weapons/guns/rifle-fluted.webp;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.Kn56SegH7PnGTJ80;actors.31.items.11;2;Symbaroum Monster Codex
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;"Alchemical Firetube, Stationary";weapon;250 thaler;1;other;other;icons/skills/ranged/cannon-barrel-firing-yellow.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.tYJNBnpf7F0XK74x;items.287;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Alchemical Grenade;weapon;1 thaler;1;thrown;other;icons/weapons/thrown/bomb-fuse-cloth-pink.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.9u7QgjLOIPBe5s85;items.288;3;"Symbaroum Core Rulebook, Symbaroum Monster Codex"
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Antlers;weapon;;1;unarmed;active;icons/commodities/bones/horn-antler-brown-red.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.60oglrQS9rwP1HMf;actors.22.items.6;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Arbalest;weapon;;1;ranged;other;icons/weapons/crossbows/crossbow-heavy-black.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.e7LEyl5JEhlAZPzJ;items.612;1;Symbaroum Core Rulebook
Symbaroum Game Master's Guide;Symbaroum Game Master's Guide;Symbaroum Game Masters Guide;Ashiki’s Twin Blades;weapon;;1;short;other;modules/symbaroum-gmg/images/journal/twinblades.webp;Compendium.symbaroum-gmg.symbaroum-gmg.32zf6Im62hd4qEyU;items.1;1;Symbaroum Game Master's Guide
